path,word,token,phrase,upload_date
content/asl_app_data/dictionary/SG ASL Black Hair 2 2024-4-28 CC.mp4,,BLACK HAIR 2,,
content/asl_app_data/dictionary/SG ASL Black Hair 2 2024-4-28.mkv,,BLACK HAIR 2,,
content/asl_app_data/dictionary/SG ASL Bill Owing 2024-4-15.mkv,,BILL OWING,,
content/asl_app_data/dictionary/SG ASL Bill Owing 2024-4-15 CC.mp4,,BILL OWING,,
content/asl_app_data/dictionary/SG ASL Bill Owing 2024-4-15 GIF.gif,,BILL OWING,,
content/asl_app_data/dictionary/SG ASL Branch 2 2024-7-9.mkv,,BRANCH 2,,
content/asl_app_data/dictionary/SG ASL Branch 2 2024-7-9 GIF.gif,,BRANCH 2,,
content/asl_app_data/dictionary/SG ASL Branch 2 2024-7-9 CC.mp4,,BRANCH 2,,
content/asl_app_data/dictionary/SG ASL Browse Website 2024-8-7 GIF.gif,,BROWSE WEBSITE,,
content/asl_app_data/dictionary/SG ASL Browse Website 2024-8-7.mkv,,BROWSE WEBSITE,,
content/asl_app_data/dictionary/SG ASL Browse Website 2024-8-7 CC.mp4,,BROWSE WEBSITE,,
content/asl_app_data/dictionary/SG ASL Banal 1 2023-12-23.mkv,,BANAL 1,,
content/asl_app_data/dictionary/SG ASL Banal 1 2023-12-23 CC.mp4,,BANAL 1,,
content/asl_app_data/dictionary/SG ASL Banal 1 2023-12-23 GIF.gif,,BANAL 1,,
content/asl_app_data/dictionary/SG ASL Black Alt 2024-4-28 CC.mp4,,BLACK ALT,,
content/asl_app_data/dictionary/SG ASL Black Alt 2024-4-28.mkv,,BLACK ALT,,
content/asl_app_data/dictionary/SG ASL Black Alt 2024-4-28 GIF.gif,,BLACK ALT,,
content/asl_app_data/dictionary/SG ASL Batting Practice 3 2024-2-10 GIF.gif,,BATTING PRACTICE 3,,
content/asl_app_data/dictionary/SG ASL Batting Practice 3 2024-2-10.mkv,,BATTING PRACTICE 3,,
content/asl_app_data/dictionary/SG ASL Batting Practice 3 2024-2-10 CC.mp4,,BATTING PRACTICE 3,,
content/asl_app_data/dictionary/SG ASL Bolt Run 2024-6-5 CC.mp4,,BOLT RUN,,
content/asl_app_data/dictionary/SG ASL Bolt Run 2024-6-5.mkv,,BOLT RUN,,
content/asl_app_data/dictionary/SG ASL Bolt Run 2024-6-5 GIF.gif,,BOLT RUN,,
content/asl_app_data/dictionary/SG ASL Brimful 2 2024-7-28 GIF.gif,,BRIMFUL 2,,
content/asl_app_data/dictionary/SG ASL Brimful 2 2024-7-28 CC.mp4,,BRIMFUL 2,,
content/asl_app_data/dictionary/SG ASL Brimful 2 2024-7-28.mkv,,BRIMFUL 2,,
content/asl_app_data/dictionary/SG ASL Blood Sugar 1 2024-5-17 CC.mp4,,BLOOD SUGAR 1,,
content/asl_app_data/dictionary/SG ASL Blood Sugar 1 2024-5-17.mkv,,BLOOD SUGAR 1,,
content/asl_app_data/dictionary/SG ASL Blood Sugar 1 2024-5-17 GIF.gif,,BLOOD SUGAR 1,,
content/asl_app_data/dictionary/SG ASL Backbiting 2 2023-12-2 CC.mp4,,BACKBITING 2,,
content/asl_app_data/dictionary/SG ASL Backbiting 2 2023-12-2.mkv,,BACKBITING 2,,
content/asl_app_data/dictionary/SG ASL Blow Up Balloon 2024-5-21 CC.mp4,,BLOW UP BALLOON,,
content/asl_app_data/dictionary/SG ASL Blow Up Balloon 2024-5-21.mkv,,BLOW UP BALLOON,,
content/asl_app_data/dictionary/SG ASL Blow Up Balloon 2024-5-21 GIF.gif,,BLOW UP BALLOON,,
content/asl_app_data/dictionary/SG ASL Banana 1 2023-12-24 GIF.gif,,BANANA 1,,
content/asl_app_data/dictionary/SG ASL Banana 1 2023-12-24.mkv,,BANANA 1,,
content/asl_app_data/dictionary/SG ASL Banana 1 2023-12-24 CC.mp4,,BANANA 1,,
content/asl_app_data/dictionary/SG ASL Block Defensive 1 2024-5-13 CC.mp4,,BLOCK DEFENSIVE 1,,
content/asl_app_data/dictionary/SG ASL Block Defensive 1 2024-5-13.mkv,,BLOCK DEFENSIVE 1,,
content/asl_app_data/dictionary/SG ASL Block Defensive 1 2024-5-13 GIF.gif,,BLOCK DEFENSIVE 1,,
content/asl_app_data/dictionary/SG ASL Blush 2 2024-5-28.mkv,,BLUSH 2,,
content/asl_app_data/dictionary/SG ASL Blush 2 2024-5-28 CC.mp4,,BLUSH 2,,
content/asl_app_data/dictionary/SG ASL Blush 2 2024-5-28 GIF.gif,,BLUSH 2,,
content/asl_app_data/dictionary/SG ASL Billion 1 2024-4-17.mkv,,BILLION 1,,
content/asl_app_data/dictionary/SG ASL Billion 1 2024-4-17 GIF.gif,,BILLION 1,,
content/asl_app_data/dictionary/SG ASL Billion 1 2024-4-17 CC.mp4,,BILLION 1,,
content/asl_app_data/dictionary/SG ASL Belt (Alt) 2024-3-21 GIF.gif,,BELT (ALT),,
content/asl_app_data/dictionary/SG ASL Belt (Alt) 2024-3-21 CC.mp4,,BELT (ALT),,
content/asl_app_data/dictionary/SG ASL Belt (Alt) 2024-3-21.mkv,,BELT (ALT),,
content/asl_app_data/dictionary/SG ASL Blockade 2 2024-5-14 GIF.gif,,BLOCKADE 2,,
content/asl_app_data/dictionary/SG ASL Blockade 2 2024-5-14 CC.mp4,,BLOCKADE 2,,
content/asl_app_data/dictionary/SG ASL Blockade 2 2024-5-14.mkv,,BLOCKADE 2,,
content/asl_app_data/dictionary/SG ASL Buddhist Alt 2024-8-12.mkv,,BUDDHIST ALT,,
content/asl_app_data/dictionary/SG ASL Buddhist Alt 2024-8-12 CC.mp4,,BUDDHIST ALT,,
content/asl_app_data/dictionary/SG ASL Buddhist Alt 2024-8-12 GIF.gif,,BUDDHIST ALT,,
content/asl_app_data/dictionary/SG ASL Business Alt 2024-9-2.mkv,,BUSINESS ALT,,
content/asl_app_data/dictionary/SG ASL Business Alt 2024-9-2 CC.mp4,,BUSINESS ALT,,
content/asl_app_data/dictionary/SG ASL Business Alt 2024-9-2 GIF.gif,,BUSINESS ALT,,
content/asl_app_data/dictionary/SG ASL Bleed Alt 2024-5-6 GIF.gif,,BLEED ALT,,
content/asl_app_data/dictionary/SG ASL Bleed Alt 2024-5-6 CC.mp4,,BLEED ALT,,
content/asl_app_data/dictionary/SG ASL Bleed Alt 2024-5-6.mkv,,BLEED ALT,,
content/asl_app_data/dictionary/SG ASL Blonde 2 2024-5-14 CC.mp4,,BLONDE 2,,
content/asl_app_data/dictionary/SG ASL Blonde 2 2024-5-14.mkv,,BLONDE 2,,
content/asl_app_data/dictionary/SG ASL Blonde 2 2024-5-14 GIF.gif,,BLONDE 2,,
content/asl_app_data/dictionary/SG ASL Benevolent 2 2024-3-29 GIF.gif,,BENEVOLENT 2,,
content/asl_app_data/dictionary/SG ASL Benevolent 2 2024-3-29 CC.mp4,,BENEVOLENT 2,,
content/asl_app_data/dictionary/SG ASL Benevolent 2 2024-3-29.mkv,,BENEVOLENT 2,,
content/asl_app_data/dictionary/SG ASL Brooch Alt 2024-8-3 GIF.gif,,BROOCH ALT,,
content/asl_app_data/dictionary/SG ASL Brooch Alt 2024-8-3.mkv,,BROOCH ALT,,
content/asl_app_data/dictionary/SG ASL Brooch Alt 2024-8-3 CC.mp4,,BROOCH ALT,,
content/asl_app_data/dictionary/SG ASL Bookish 1 2024-6-10 GIF.gif,,BOOKISH 1,,
content/asl_app_data/dictionary/SG ASL Bookish 1 2024-6-10 CC.mp4,,BOOKISH 1,,
content/asl_app_data/dictionary/SG ASL Bookish 1 2024-6-10.mkv,,BOOKISH 1,,
content/asl_app_data/dictionary/SG ASL Backward 2 2023-12-10.mkv,,BACKWARD 2,,
content/asl_app_data/dictionary/SG ASL Backward 2 2023-12-10 GIF.gif,,BACKWARD 2,,
content/asl_app_data/dictionary/SG ASL Backward 2 2023-12-10 CC.mp4,,BACKWARD 2,,
content/asl_app_data/dictionary/SG ASL Bay 2 2024-2-11 GIF.gif,,BAY 2,,
content/asl_app_data/dictionary/SG ASL Bay 2 2024-2-11.mkv,,BAY 2,,
content/asl_app_data/dictionary/SG ASL Bay 2 2024-2-11 CC.mp4,,BAY 2,,
content/asl_app_data/dictionary/SG ASL Bogus Alt 2024-6-2 CC.mp4,,BOGUS ALT,,
content/asl_app_data/dictionary/SG ASL Bogus Alt 2024-6-2 GIF.gif,,BOGUS ALT,,
content/asl_app_data/dictionary/SG ASL Bogus Alt 2024-6-2.mkv,,BOGUS ALT,,
content/asl_app_data/dictionary/SG ASL Belong to them 1 2024-3-18 GIF.gif,,BELONG TO THEM 1,,
content/asl_app_data/dictionary/SG ASL Belong to them 1 2024-3-18 CC.mp4,,BELONG TO THEM 1,,
content/asl_app_data/dictionary/SG ASL Belong to them 1 2024-3-18.mkv,,BELONG TO THEM 1,,
content/asl_app_data/dictionary/SG ASL Become 3 2024-2-26 GIF.gif,,BECOME 3,,
content/asl_app_data/dictionary/SG ASL Become 3 2024-2-26 CC.mp4,,BECOME 3,,
content/asl_app_data/dictionary/SG ASL Become 3 2024-2-26.mkv,,BECOME 3,,
content/asl_app_data/dictionary/SG ASL Burnaby 1 2024-8-29.mkv,,BURNABY 1,,
content/asl_app_data/dictionary/SG ASL Burnaby 1 2024-8-29 CC.mp4,,BURNABY 1,,
content/asl_app_data/dictionary/SG ASL Burnaby 1 2024-8-29 GIF.gif,,BURNABY 1,,
content/asl_app_data/dictionary/SG ASL Beige (Alt) 1 2024-3-14 CC.mp4,,BEIGE (ALT) 1,,
content/asl_app_data/dictionary/SG ASL Beige (Alt) 1 2024-3-14 GIF.gif,,BEIGE (ALT) 1,,
content/asl_app_data/dictionary/SG ASL Beige (Alt) 1 2024-3-14.mkv,,BEIGE (ALT) 1,,
content/asl_app_data/dictionary/SG ASL Blackboard Alt 2024-4-30 CC.mp4,,BLACKBOARD ALT,,
content/asl_app_data/dictionary/SG ASL Blackboard Alt 2024-4-30 GIF.gif,,BLACKBOARD ALT,,
content/asl_app_data/dictionary/SG ASL Blackboard Alt 2024-4-30.mkv,,BLACKBOARD ALT,,
content/asl_app_data/dictionary/SG ASL Blank Alt 1 2024-5-4.mkv,,BLANK ALT 1,,
content/asl_app_data/dictionary/SG ASL Blank Alt 1 2024-5-4 GIF.gif,,BLANK ALT 1,,
content/asl_app_data/dictionary/SG ASL Blank Alt 1 2024-5-4 CC.mp4,,BLANK ALT 1,,
content/asl_app_data/dictionary/SG ASL Birth Alt 2024-4-24 CC.mp4,,BIRTH ALT,,
content/asl_app_data/dictionary/SG ASL Birth Alt 2024-4-24 GIF.gif,,BIRTH ALT,,
content/asl_app_data/dictionary/SG ASL Birth Alt 2024-4-24.mkv,,BIRTH ALT,,
content/asl_app_data/dictionary/SG ASL Beat (Overcome) 2 2024-2-21 CC.mp4,,BEAT (OVERCOME) 2,,
content/asl_app_data/dictionary/SG ASL Beat (Overcome) 2 2024-2-21 GIF.gif,,BEAT (OVERCOME) 2,,
content/asl_app_data/dictionary/SG ASL Beat (Overcome) 2 2024-2-21.mkv,,BEAT (OVERCOME) 2,,
content/asl_app_data/dictionary/SG ASL Button Variant 2024-9-5.mkv,,BUTTON VARIANT,,
content/asl_app_data/dictionary/SG ASL Button Variant 2024-9-5 GIF.gif,,BUTTON VARIANT,,
content/asl_app_data/dictionary/SG ASL Button Variant 2024-9-5 CC.mp4,,BUTTON VARIANT,,
content/asl_app_data/dictionary/SG ASL Bastard 2 2024-1-30.mkv,,BASTARD 2,,
content/asl_app_data/dictionary/SG ASL Bastard 2 2024-1-30 CC.mp4,,BASTARD 2,,
content/asl_app_data/dictionary/SG ASL Bastard 2 2024-1-30 GIF.gif,,BASTARD 2,,
"content/asl_app_data/dictionary/SG ASL Behind (Late, Alt) 2024-3-13 GIF.gif",,"BEHIND (LATE, ALT)",,
"content/asl_app_data/dictionary/SG ASL Behind (Late, Alt) 2024-3-13.mkv",,"BEHIND (LATE, ALT)",,
"content/asl_app_data/dictionary/SG ASL Behind (Late, Alt) 2024-3-13 CC.mp4",,"BEHIND (LATE, ALT)",,
content/asl_app_data/dictionary/SG ASL Beep 2 2024-3-4 CC.mp4,,BEEP 2,,
content/asl_app_data/dictionary/SG ASL Beep 2 2024-3-4 GIF.gif,,BEEP 2,,
content/asl_app_data/dictionary/SG ASL Beep 2 2024-3-4.mkv,,BEEP 2,,
content/asl_app_data/dictionary/SG ASL Below (Variant) 1 2024-3-20 GIF.gif,,BELOW (VARIANT) 1,,
content/asl_app_data/dictionary/SG ASL Below (Variant) 1 2024-3-20.mkv,,BELOW (VARIANT) 1,,
content/asl_app_data/dictionary/SG ASL Below (Variant) 1 2024-3-20 CC.mp4,,BELOW (VARIANT) 1,,
content/asl_app_data/dictionary/SG ASL Bullshit 2 2024-8-13 GIF.gif,,BULLSHIT 2,,
content/asl_app_data/dictionary/SG ASL Bullshit 2 2024-8-13.mkv,,BULLSHIT 2,,
content/asl_app_data/dictionary/SG ASL Bullshit 2 2024-8-13 CC.mp4,,BULLSHIT 2,,
content/asl_app_data/dictionary/SG ASL Broad 2 2024-8-1 CC.mp4,,BROAD 2,,
content/asl_app_data/dictionary/SG ASL Broad 2 2024-8-1 GIF.gif,,BROAD 2,,
content/asl_app_data/dictionary/SG ASL Broad 2 2024-8-1.mkv,,BROAD 2,,
content/asl_app_data/dictionary/SG ASL Berries 2 2024-3-30 CC.mp4,,BERRIES 2,,
content/asl_app_data/dictionary/SG ASL Berries 2 2024-3-30 GIF.gif,,BERRIES 2,,
content/asl_app_data/dictionary/SG ASL Berries 2 2024-3-30.mkv,,BERRIES 2,,
content/asl_app_data/dictionary/SG ASL Bend in 2024-3-24.mkv,,BEND IN,,
content/asl_app_data/dictionary/SG ASL Bend in 2024-3-24 CC.mp4,,BEND IN,,
content/asl_app_data/dictionary/SG ASL Bend in 2024-3-24 GIF.gif,,BEND IN,,
content/asl_app_data/dictionary/SG ASL Bam 3 2023-12-21 CC.mp4,,BAM 3,,
content/asl_app_data/dictionary/SG ASL Bam 3 2023-12-21.mkv,,BAM 3,,
content/asl_app_data/dictionary/SG ASL Bam 3 2023-12-21 GIF.gif,,BAM 3,,
content/asl_app_data/dictionary/SG ASL Brainstorm 2 2024-7-8 GIF.gif,,BRAINSTORM 2,,
content/asl_app_data/dictionary/SG ASL Brainstorm 2 2024-7-8 CC.mp4,,BRAINSTORM 2,,
content/asl_app_data/dictionary/SG ASL Brainstorm 2 2024-7-8.mkv,,BRAINSTORM 2,,
content/asl_app_data/dictionary/SG ASL Badger 1 2023-12-13 CC.mp4,,BADGER 1,,
content/asl_app_data/dictionary/SG ASL Badger 1 2023-12-13.mkv,,BADGER 1,,
content/asl_app_data/dictionary/SG ASL Badger 1 2023-12-13 GIF.gif,,BADGER 1,,
content/asl_app_data/dictionary/SG ASL Bother Someone Extended 2024-6-24 CC.mp4,,BOTHER SOMEONE EXTENDED,,
content/asl_app_data/dictionary/SG ASL Bother Someone Extended 2024-6-24.mkv,,BOTHER SOMEONE EXTENDED,,
content/asl_app_data/dictionary/SG ASL Bother Someone Extended 2024-6-24 GIF.gif,,BOTHER SOMEONE EXTENDED,,
content/asl_app_data/dictionary/SG ASL Bark (Wood) 2024-1-14 CC.mp4,,BARK (WOOD),,
content/asl_app_data/dictionary/SG ASL Bark (Wood) 2024-1-14.mkv,,BARK (WOOD),,
content/asl_app_data/dictionary/SG ASL Bark (Wood) 2024-1-14 GIF.gif,,BARK (WOOD),,
content/asl_app_data/dictionary/SG ASL Bagel 3 2023-12-16.mkv,,BAGEL 3,,
content/asl_app_data/dictionary/SG ASL Bagel 3 2023-12-16 GIF.gif,,BAGEL 3,,
content/asl_app_data/dictionary/SG ASL Bagel 3 2023-12-16 CC.mp4,,BAGEL 3,,
content/asl_app_data/dictionary/SG ASL Buckle Up 2024-8-11.mkv,,BUCKLE UP,,
content/asl_app_data/dictionary/SG ASL Buckle Up 2024-8-11 GIF.gif,,BUCKLE UP,,
content/asl_app_data/dictionary/SG ASL Buckle Up 2024-8-11 CC.mp4,,BUCKLE UP,,
content/asl_app_data/dictionary/SG ASL Basketball (Variant) 2024-1-25 GIF.gif,,BASKETBALL (VARIANT),,
content/asl_app_data/dictionary/SG ASL Basketball (Variant) 2024-1-25.mkv,,BASKETBALL (VARIANT),,
content/asl_app_data/dictionary/SG ASL Basketball (Variant) 2024-1-25 CC.mp4,,BASKETBALL (VARIANT),,
content/asl_app_data/dictionary/SG ASL Boxing Glove 2 2024-7-4.mkv,,BOXING GLOVE 2,,
content/asl_app_data/dictionary/SG ASL Boxing Glove 2 2024-7-4 GIF.gif,,BOXING GLOVE 2,,
content/asl_app_data/dictionary/SG ASL Boxing Glove 2 2024-7-4 CC.mp4,,BOXING GLOVE 2,,
content/asl_app_data/dictionary/SG ASL Basketball 2 2024-1-26.mkv,,BASKETBALL 2,,
content/asl_app_data/dictionary/SG ASL Basketball 2 2024-1-26 GIF.gif,,BASKETBALL 2,,
content/asl_app_data/dictionary/SG ASL Basketball 2 2024-1-26 CC.mp4,,BASKETBALL 2,,
content/asl_app_data/dictionary/SG ASL Blink 2 Handed 2024-5-11.mkv,,BLINK 2 HANDED,,
content/asl_app_data/dictionary/SG ASL Blink 2 Handed 2024-5-11 GIF.gif,,BLINK 2 HANDED,,
content/asl_app_data/dictionary/SG ASL Blink 2 Handed 2024-5-11 CC.mp4,,BLINK 2 HANDED,,
content/asl_app_data/dictionary/SG ASL Bore Other 2024-6-20 GIF.gif,,BORE OTHER,,
content/asl_app_data/dictionary/SG ASL Bore Other 2024-6-20 CC.mp4,,BORE OTHER,,
content/asl_app_data/dictionary/SG ASL Bore Other 2024-6-20.mkv,,BORE OTHER,,
content/asl_app_data/dictionary/SG ASL Bedtime 2 handed 2 2024-3-1 CC.mp4,,BEDTIME 2 HANDED 2,,
content/asl_app_data/dictionary/SG ASL Bedtime 2 handed 2 2024-3-1.mkv,,BEDTIME 2 HANDED 2,,
content/asl_app_data/dictionary/SG ASL Bedtime 2 handed 2 2024-3-1 GIF.gif,,BEDTIME 2 HANDED 2,,
content/asl_app_data/dictionary/SG ASL Bow Salute Alt 2024-7-1.mkv,,BOW SALUTE ALT,,
content/asl_app_data/dictionary/SG ASL Bow Salute Alt 2024-7-1 GIF.gif,,BOW SALUTE ALT,,
content/asl_app_data/dictionary/SG ASL Bow Salute Alt 2024-7-1 CC.mp4,,BOW SALUTE ALT,,
content/asl_app_data/dictionary/SG ASL Blunder Extended 2024-5-24.mkv,,BLUNDER EXTENDED,,
content/asl_app_data/dictionary/SG ASL Blunder Extended 2024-5-24 CC.mp4,,BLUNDER EXTENDED,,
content/asl_app_data/dictionary/SG ASL Blunder Extended 2024-5-24 GIF.gif,,BLUNDER EXTENDED,,
content/asl_app_data/dictionary/SG ASL Bright 1 2024-7-27 CC.mp4,,BRIGHT 1,,
content/asl_app_data/dictionary/SG ASL Bright 1 2024-7-27 GIF.gif,,BRIGHT 1,,
content/asl_app_data/dictionary/SG ASL Bright 1 2024-7-27.mkv,,BRIGHT 1,,
content/asl_app_data/dictionary/SG ASL Boycott Alt 2024-7-4 CC.mp4,,BOYCOTT ALT,,
content/asl_app_data/dictionary/SG ASL Boycott Alt 2024-7-4.mkv,,BOYCOTT ALT,,
content/asl_app_data/dictionary/SG ASL Boycott Alt 2024-7-4 GIF.gif,,BOYCOTT ALT,,
content/asl_app_data/dictionary/SG ASL Bond OTher 2024-6-7 CC.mp4,,BOND OTHER,,
content/asl_app_data/dictionary/SG ASL Bond OTher 2024-6-7.mkv,,BOND OTHER,,
content/asl_app_data/dictionary/SG ASL Bond OTher 2024-6-7 GIF.gif,,BOND OTHER,,
content/asl_app_data/dictionary/SG ASL Banish (Alt) 1 2024-1-4 CC.mp4,,BANISH (ALT) 1,,
content/asl_app_data/dictionary/SG ASL Banish (Alt) 1 2024-1-4 GIF.gif,,BANISH (ALT) 1,,
content/asl_app_data/dictionary/SG ASL Banish (Alt) 1 2024-1-4.mkv,,BANISH (ALT) 1,,
content/asl_app_data/dictionary/SG ASL Blood Transfuse Alt 2024-5-18 CC.mp4,,BLOOD TRANSFUSE ALT,,
content/asl_app_data/dictionary/SG ASL Blood Transfuse Alt 2024-5-18.mkv,,BLOOD TRANSFUSE ALT,,
content/asl_app_data/dictionary/SG ASL Blood Transfuse Alt 2024-5-18 GIF.gif,,BLOOD TRANSFUSE ALT,,
content/asl_app_data/dictionary/SG ASL Beckon (Alt) 2024-2-25.mkv,,BECKON (ALT),,
content/asl_app_data/dictionary/SG ASL Beckon (Alt) 2024-2-25 CC.mp4,,BECKON (ALT),,
content/asl_app_data/dictionary/SG ASL Beckon (Alt) 2024-2-25 GIF.gif,,BECKON (ALT),,
content/asl_app_data/dictionary/SG ASL Batman 2 2024-2-6.mkv,,BATMAN 2,,
content/asl_app_data/dictionary/SG ASL Batman 2 2024-2-6 GIF.gif,,BATMAN 2,,
content/asl_app_data/dictionary/SG ASL Batman 2 2024-2-6 CC.mp4,,BATMAN 2,,
content/asl_app_data/dictionary/SG ASL Break Pause 2024-7-14.mkv,,BREAK PAUSE,,
content/asl_app_data/dictionary/SG ASL Break Pause 2024-7-14 CC.mp4,,BREAK PAUSE,,
content/asl_app_data/dictionary/SG ASL Break Pause 2024-7-14 GIF.gif,,BREAK PAUSE,,
content/asl_app_data/dictionary/SG ASL Band Music (Variant Extended) 2023-12-31 GIF.gif,,BAND MUSIC (VARIANT EXTENDED),,
content/asl_app_data/dictionary/SG ASL Band Music (Variant Extended) 2023-12-31 CC.mp4,,BAND MUSIC (VARIANT EXTENDED),,
content/asl_app_data/dictionary/SG ASL Band Music (Variant Extended) 2023-12-31.mkv,,BAND MUSIC (VARIANT EXTENDED),,
content/asl_app_data/dictionary/SG ASL Backdrop (Alt) 2023-12-4 GIF.gif,,BACKDROP (ALT),,
content/asl_app_data/dictionary/SG ASL Backdrop (Alt) 2023-12-4 CC.mp4,,BACKDROP (ALT),,
content/asl_app_data/dictionary/SG ASL Backdrop (Alt) 2023-12-4.mkv,,BACKDROP (ALT),,
content/asl_app_data/dictionary/SG ASL Bow Archery 2024-6-30 GIF.gif,,BOW ARCHERY,,
content/asl_app_data/dictionary/SG ASL Bow Archery 2024-6-30 CC.mp4,,BOW ARCHERY,,
content/asl_app_data/dictionary/SG ASL Bow Archery 2024-6-30.mkv,,BOW ARCHERY,,
content/asl_app_data/dictionary/SG ASL Bowtie Alt 2 2024-7-3 GIF.gif,,BOWTIE ALT 2,,
content/asl_app_data/dictionary/SG ASL Bowtie Alt 2 2024-7-3.mkv,,BOWTIE ALT 2,,
content/asl_app_data/dictionary/SG ASL Bowtie Alt 2 2024-7-3 CC.mp4,,BOWTIE ALT 2,,
content/asl_app_data/dictionary/SG ASL Brood Alt 2024-8-3.mkv,,BROOD ALT,,
content/asl_app_data/dictionary/SG ASL Brood Alt 2024-8-3 GIF.gif,,BROOD ALT,,
content/asl_app_data/dictionary/SG ASL Brood Alt 2024-8-3 CC.mp4,,BROOD ALT,,
content/asl_app_data/dictionary/SG ASL Barn (Extended) 2024-1-15 CC.mp4,,BARN (EXTENDED),,
content/asl_app_data/dictionary/SG ASL Barn (Extended) 2024-1-15.mkv,,BARN (EXTENDED),,
content/asl_app_data/dictionary/SG ASL Barn (Extended) 2024-1-15 GIF.gif,,BARN (EXTENDED),,
content/asl_app_data/dictionary/SG ASL Bear (Support) 2 2024-2-18 GIF.gif,,BEAR (SUPPORT) 2,,
content/asl_app_data/dictionary/SG ASL Bear (Support) 2 2024-2-18.mkv,,BEAR (SUPPORT) 2,,
content/asl_app_data/dictionary/SG ASL Bear (Support) 2 2024-2-18 CC.mp4,,BEAR (SUPPORT) 2,,
content/asl_app_data/dictionary/SG ASL Batman (Variant) 2024-2-6 CC.mp4,,BATMAN (VARIANT),,
content/asl_app_data/dictionary/SG ASL Batman (Variant) 2024-2-6.mkv,,BATMAN (VARIANT),,
content/asl_app_data/dictionary/SG ASL Batman (Variant) 2024-2-6 GIF.gif,,BATMAN (VARIANT),,
content/asl_app_data/dictionary/SG ASL Bar (Rod Alt) 2024-1-10 GIF.gif,,BAR (ROD ALT),,
content/asl_app_data/dictionary/SG ASL Bar (Rod Alt) 2024-1-10.mkv,,BAR (ROD ALT),,
content/asl_app_data/dictionary/SG ASL Bar (Rod Alt) 2024-1-10 CC.mp4,,BAR (ROD ALT),,
content/asl_app_data/dictionary/SG ASL Behead 1 2024-3-12 GIF.gif,,BEHEAD 1,,
content/asl_app_data/dictionary/SG ASL Behead 1 2024-3-12.mkv,,BEHEAD 1,,
content/asl_app_data/dictionary/SG ASL Behead 1 2024-3-12 CC.mp4,,BEHEAD 1,,
content/asl_app_data/dictionary/SG ASL Bash (Party) 2024-1-24 CC.mp4,,BASH (PARTY),,
content/asl_app_data/dictionary/SG ASL Bash (Party) 2024-1-24 GIF.gif,,BASH (PARTY),,
content/asl_app_data/dictionary/SG ASL Bash (Party) 2024-1-24.mkv,,BASH (PARTY),,
content/asl_app_data/dictionary/SG ASL Body Language 2024-6-2.mkv,,BODY LANGUAGE,,
content/asl_app_data/dictionary/SG ASL Body Language 2024-6-2 GIF.gif,,BODY LANGUAGE,,
content/asl_app_data/dictionary/SG ASL Body Language 2024-6-2 CC.mp4,,BODY LANGUAGE,,
content/asl_app_data/dictionary/SG ASL Bed 1 Handed 2024-2-27.mkv,,BED 1 HANDED,,
content/asl_app_data/dictionary/SG ASL Bed 1 Handed 2024-2-27 CC.mp4,,BED 1 HANDED,,
content/asl_app_data/dictionary/SG ASL Bed 1 Handed 2024-2-27 GIF.gif,,BED 1 HANDED,,
content/asl_app_data/dictionary/SG ASL Bark (Alt) 2 2024-1-14 CC.mp4,,BARK (ALT) 2,,
content/asl_app_data/dictionary/SG ASL Bark (Alt) 2 2024-1-14 GIF.gif,,BARK (ALT) 2,,
content/asl_app_data/dictionary/SG ASL Bark (Alt) 2 2024-1-14.mkv,,BARK (ALT) 2,,
content/asl_app_data/dictionary/SG ASL Borrow From Me 2 2024-6-23.mkv,,BORROW FROM ME 2,,
content/asl_app_data/dictionary/SG ASL Borrow From Me 2 2024-6-23 CC.mp4,,BORROW FROM ME 2,,
content/asl_app_data/dictionary/SG ASL Borrow From Me 2 2024-6-23 GIF.gif,,BORROW FROM ME 2,,
content/asl_app_data/dictionary/SG ASL Burn Down 2024-8-27 GIF.gif,,BURN DOWN,,
content/asl_app_data/dictionary/SG ASL Burn Down 2024-8-27.mkv,,BURN DOWN,,
content/asl_app_data/dictionary/SG ASL Burn Down 2024-8-27 CC.mp4,,BURN DOWN,,
content/asl_app_data/dictionary/SG ASL Biospy 2 2024-4-23 CC.mp4,,BIOSPY 2,,
content/asl_app_data/dictionary/SG ASL Biospy 2 2024-4-23 GIF.gif,,BIOSPY 2,,
content/asl_app_data/dictionary/SG ASL Biospy 2 2024-4-23.mkv,,BIOSPY 2,,
content/asl_app_data/dictionary/SG ASL Bang (Alt) 2024-1-3.mkv,,BANG (ALT),,
content/asl_app_data/dictionary/SG ASL Bang (Alt) 2024-1-3 CC.mp4,,BANG (ALT),,
content/asl_app_data/dictionary/SG ASL Bang (Alt) 2024-1-3 GIF.gif,,BANG (ALT),,
content/asl_app_data/dictionary/SG ASL Boulder 2 2024-6-27 GIF.gif,,BOULDER 2,,
content/asl_app_data/dictionary/SG ASL Boulder 2 2024-6-27.mkv,,BOULDER 2,,
content/asl_app_data/dictionary/SG ASL Boulder 2 2024-6-27 CC.mp4,,BOULDER 2,,
content/asl_app_data/dictionary/SG ASL Behalf (Alt) 1 2024-3-11 CC.mp4,,BEHALF (ALT) 1,,
content/asl_app_data/dictionary/SG ASL Behalf (Alt) 1 2024-3-11 GIF.gif,,BEHALF (ALT) 1,,
