path,word,token,phrase,upload_date
content/asl_app_data/dictionary/SG ASL Collaborate Alt 2025-3-10 GIF.gif,,COLLABORATE ALT,,
content/asl_app_data/dictionary/SG ASL Composed alt 2025-4-19 CC.mp4,,COMPOSED ALT,,
content/asl_app_data/dictionary/SG ASL Composed alt 2025-4-19 GIF.gif,,COMPOSED ALT,,
content/asl_app_data/dictionary/SG ASL Composed alt 2025-4-19.mkv,,COMPOSED ALT,,
content/asl_app_data/dictionary/SG ASL Confess 2H 2025-5-15 GIF.gif,,CONFESS 2H,,
content/asl_app_data/dictionary/SG ASL Confess 2H 2025-5-15 CC.mp4,,CONFESS 2H,,
content/asl_app_data/dictionary/SG ASL Confess 2H 2025-5-15.mkv,,CONFESS 2H,,
content/asl_app_data/dictionary/SG ASL Correlate Alt 2025-7-20 Captions.webm,,CORRELATE ALT,,
content/asl_app_data/dictionary/SG ASL Concerned Alt 2025-4-26.mkv,,CONCERNED ALT,,
content/asl_app_data/dictionary/SG ASL Concerned Alt 2025-4-26 CC.mp4,,CONCERNED ALT,,
content/asl_app_data/dictionary/SG ASL Concerned Alt 2025-4-26 GIF.gif,,CONCERNED ALT,,
content/asl_app_data/dictionary/SG ASL Chest Drawer Variant 2025-1-5 GIF.gif,,CHEST DRAWER VARIANT,,
content/asl_app_data/dictionary/SG ASL Chest Drawer Variant 2025-1-5.mkv,,CHEST DRAWER VARIANT,,
content/asl_app_data/dictionary/SG ASL Chest Drawer Variant 2025-1-5 CC.mp4,,CHEST DRAWER VARIANT,,
content/asl_app_data/dictionary/SG ASL Chubby Body 2025-1-20 GIF.gif,,CHUBBY BODY,,
content/asl_app_data/dictionary/SG ASL Chubby Body 2025-1-20.mkv,,CHUBBY BODY,,
content/asl_app_data/dictionary/SG ASL Chubby Body 2025-1-20 CC.mp4,,CHUBBY BODY,,
content/asl_app_data/dictionary/SG ASL Cigar Alt 2025-1-22 GIF.gif,,CIGAR ALT,,
content/asl_app_data/dictionary/SG ASL Cigar Alt 2025-1-22.mkv,,CIGAR ALT,,
content/asl_app_data/dictionary/SG ASL Cigar Alt 2025-1-22 CC.mp4,,CIGAR ALT,,
content/asl_app_data/dictionary/SG ASL Conduct Lead 2025-5-13 CC.mp4,,CONDUCT LEAD,,
content/asl_app_data/dictionary/SG ASL Conduct Lead 2025-5-13.mkv,,CONDUCT LEAD,,
content/asl_app_data/dictionary/SG ASL Conduct Lead 2025-5-13 GIF.gif,,CONDUCT LEAD,,
content/asl_app_data/dictionary/SG ASL Champagne Ext 2024-12-8.mkv,,CHAMPAGNE EXT,,
content/asl_app_data/dictionary/SG ASL Champagne Ext 2024-12-8 GIF.gif,,CHAMPAGNE EXT,,
content/asl_app_data/dictionary/SG ASL Champagne Ext 2024-12-8 CC.mp4,,CHAMPAGNE EXT,,
content/asl_app_data/dictionary/SG ASL Coincidence 2 2025-3-6 GIF.gif,,COINCIDENCE 2,,
content/asl_app_data/dictionary/SG ASL Coincidence 2 2025-3-6.mkv,,COINCIDENCE 2,,
content/asl_app_data/dictionary/SG ASL Coincidence 2 2025-3-6 CC.mp4,,COINCIDENCE 2,,
content/asl_app_data/dictionary/SG ASL Confront Alt 2025-5-19 CC.mp4,,CONFRONT ALT,,
content/asl_app_data/dictionary/SG ASL Confront Alt 2025-5-19 GIF.gif,,CONFRONT ALT,,
content/asl_app_data/dictionary/SG ASL Confront Alt 2025-5-19.mkv,,CONFRONT ALT,,
content/asl_app_data/dictionary/SG ASL Choose Them 2025-1-17.mkv,,CHOOSE THEM,,
content/asl_app_data/dictionary/SG ASL Choose Them 2025-1-17 GIF.gif,,CHOOSE THEM,,
content/asl_app_data/dictionary/SG ASL Choose Them 2025-1-17 CC.mp4,,CHOOSE THEM,,
content/asl_app_data/dictionary/SG ASL Choice Alt Var 2025-1-14 CC.mp4,,CHOICE ALT VAR,,
content/asl_app_data/dictionary/SG ASL Choice Alt Var 2025-1-14.mkv,,CHOICE ALT VAR,,
content/asl_app_data/dictionary/SG ASL Choice Alt Var 2025-1-14 GIF.gif,,CHOICE ALT VAR,,
content/asl_app_data/dictionary/SG ASL Cementary Alt 2024-11-28 GIF.gif,,CEMENTARY ALT,,
content/asl_app_data/dictionary/SG ASL Cementary Alt 2024-11-28.mkv,,CEMENTARY ALT,,
content/asl_app_data/dictionary/SG ASL Cementary Alt 2024-11-28 CC.mp4,,CEMENTARY ALT,,
content/asl_app_data/dictionary/SG ASL Claw Sea 2025-2-23 GIF.gif,,CLAW SEA,,
content/asl_app_data/dictionary/SG ASL Claw Sea 2025-2-23.mkv,,CLAW SEA,,
content/asl_app_data/dictionary/SG ASL Claw Sea 2025-2-23 CC.mp4,,CLAW SEA,,
content/asl_app_data/dictionary/SG ASL Coloring Book 2025-3-23 CC.mp4,,COLORING BOOK,,
content/asl_app_data/dictionary/SG ASL Coloring Book 2025-3-23 GIF.gif,,COLORING BOOK,,
content/asl_app_data/dictionary/SG ASL Coloring Book 2025-3-23.mkv,,COLORING BOOK,,
content/asl_app_data/dictionary/SG ASL Chant Alt 2024-12-16 CC.mp4,,CHANT ALT,,
content/asl_app_data/dictionary/SG ASL Chant Alt 2024-12-16.mkv,,CHANT ALT,,
content/asl_app_data/dictionary/SG ASL Chant Alt 2024-12-16 GIF.gif,,CHANT ALT,,
content/asl_app_data/dictionary/SG ASL Compassion For Something 2H 2025-4-4 CC.mp4,,COMPASSION FOR SOMETHING 2H,,
content/asl_app_data/dictionary/SG ASL Compassion For Something 2H 2025-4-4 GIF.gif,,COMPASSION FOR SOMETHING 2H,,
content/asl_app_data/dictionary/SG ASL Compassion For Something 2H 2025-4-4.mkv,,COMPASSION FOR SOMETHING 2H,,
content/asl_app_data/dictionary/SG ASL Computer Game Alt 2025-4-24.mkv,,COMPUTER GAME ALT,,
content/asl_app_data/dictionary/SG ASL Computer Game Alt 2025-4-24 CC.mp4,,COMPUTER GAME ALT,,
content/asl_app_data/dictionary/SG ASL Computer Game Alt 2025-4-24 GIF.gif,,COMPUTER GAME ALT,,
content/asl_app_data/dictionary/SG ASL Cheer Alt 2024-12-31.mkv,,CHEER ALT,,
content/asl_app_data/dictionary/SG ASL Cheer Alt 2024-12-31 CC.mp4,,CHEER ALT,,
content/asl_app_data/dictionary/SG ASL Cheer Alt 2024-12-31 GIF.gif,,CHEER ALT,,
content/asl_app_data/dictionary/SG ASL Celebrate Deaf Applause 2024-11-22.mkv,,CELEBRATE DEAF APPLAUSE,,
content/asl_app_data/dictionary/SG ASL Celebrate Deaf Applause 2024-11-22 CC.mp4,,CELEBRATE DEAF APPLAUSE,,
content/asl_app_data/dictionary/SG ASL Celebrate Deaf Applause 2024-11-22 GIF.gif,,CELEBRATE DEAF APPLAUSE,,
content/asl_app_data/dictionary/SG ASL Con Someone 2025-4-26.mkv,,CON SOMEONE,,
content/asl_app_data/dictionary/SG ASL Con Someone 2025-4-26 GIF.gif,,CON SOMEONE,,
content/asl_app_data/dictionary/SG ASL Con Someone 2025-4-26 CC.mp4,,CON SOMEONE,,
content/asl_app_data/dictionary/SG ASL Conflict of Interest 2025-5-18.mkv,,CONFLICT OF INTEREST,,
content/asl_app_data/dictionary/SG ASL Conflict of Interest 2025-5-18 GIF.gif,,CONFLICT OF INTEREST,,
content/asl_app_data/dictionary/SG ASL Conflict of Interest 2025-5-18 CC.mp4,,CONFLICT OF INTEREST,,
content/asl_app_data/dictionary/SG ASL Company Business 2025-4-3 GIF.gif,,COMPANY BUSINESS,,
content/asl_app_data/dictionary/SG ASL Company Business 2025-4-3.mkv,,COMPANY BUSINESS,,
content/asl_app_data/dictionary/SG ASL Company Business 2025-4-3 CC.mp4,,COMPANY BUSINESS,,
content/asl_app_data/dictionary/SG ASL Chuckle Alt 2025-1-20.mkv,,CHUCKLE ALT,,
content/asl_app_data/dictionary/SG ASL Chuckle Alt 2025-1-20 CC.mp4,,CHUCKLE ALT,,
content/asl_app_data/dictionary/SG ASL Chuckle Alt 2025-1-20 GIF.gif,,CHUCKLE ALT,,
content/asl_app_data/dictionary/SG ASL Colorado Alt 2025-3-22.mkv,,COLORADO ALT,,
content/asl_app_data/dictionary/SG ASL Colorado Alt 2025-3-22 CC.mp4,,COLORADO ALT,,
content/asl_app_data/dictionary/SG ASL Colorado Alt 2025-3-22 GIF.gif,,COLORADO ALT,,
content/asl_app_data/dictionary/SG ASL Compare Var 2025-4-3 CC.mp4,,COMPARE VAR,,
content/asl_app_data/dictionary/SG ASL Compare Var 2025-4-3 GIF.gif,,COMPARE VAR,,
content/asl_app_data/dictionary/SG ASL Compare Var 2025-4-3.mkv,,COMPARE VAR,,
content/asl_app_data/dictionary/SG ASL Conquer Alt 2025-5-26.mkv,,CONQUER ALT,,
content/asl_app_data/dictionary/SG ASL Conquer Alt 2025-5-26 CC.mp4,,CONQUER ALT,,
content/asl_app_data/dictionary/SG ASL Conquer Alt 2025-5-26 GIF.gif,,CONQUER ALT,,
content/asl_app_data/dictionary/SG ASL Camel Alt 2025-2-15.mkv,,CAMEL ALT,,
content/asl_app_data/dictionary/SG ASL Camel Alt 2025-2-15 GIF.gif,,CAMEL ALT,,
content/asl_app_data/dictionary/SG ASL Camel Alt 2025-2-15 CC.mp4,,CAMEL ALT,,
content/asl_app_data/dictionary/SG ASL Colon Anatomy 2025-3-17.mkv,,COLON ANATOMY,,
content/asl_app_data/dictionary/SG ASL Colon Anatomy 2025-3-17 GIF.gif,,COLON ANATOMY,,
content/asl_app_data/dictionary/SG ASL Colon Anatomy 2025-3-17 CC.mp4,,COLON ANATOMY,,
content/asl_app_data/dictionary/SG ASL Compensate Me 2025-4-13.mkv,,COMPENSATE ME,,
content/asl_app_data/dictionary/SG ASL Compensate Me 2025-4-13 CC.mp4,,COMPENSATE ME,,
content/asl_app_data/dictionary/SG ASL Compensate Me 2025-4-13 GIF.gif,,COMPENSATE ME,,
content/asl_app_data/dictionary/SG ASL Citation Traffic Alt 2025-1-26.mkv,,CITATION TRAFFIC ALT,,
content/asl_app_data/dictionary/SG ASL Citation Traffic Alt 2025-1-26 CC.mp4,,CITATION TRAFFIC ALT,,
content/asl_app_data/dictionary/SG ASL Citation Traffic Alt 2025-1-26 GIF.gif,,CITATION TRAFFIC ALT,,
content/asl_app_data/dictionary/SG ASL Collapse Alt 2025-3-9 CC.mp4,,COLLAPSE ALT,,
content/asl_app_data/dictionary/SG ASL Collapse Alt 2025-3-9 GIF.gif,,COLLAPSE ALT,,
content/asl_app_data/dictionary/SG ASL Collapse Alt 2025-3-9.mkv,,COLLAPSE ALT,,
content/asl_app_data/dictionary/SG ASL Clerk Alt 2025-1-28.mkv,,CLERK ALT,,
content/asl_app_data/dictionary/SG ASL Clerk Alt 2025-1-28 CC.mp4,,CLERK ALT,,
content/asl_app_data/dictionary/SG ASL Clerk Alt 2025-1-28 GIF.gif,,CLERK ALT,,
content/asl_app_data/dictionary/SG ASL Circumstance Alt 2025-1-25.mkv,,CIRCUMSTANCE ALT,,
content/asl_app_data/dictionary/SG ASL Circumstance Alt 2025-1-25 CC.mp4,,CIRCUMSTANCE ALT,,
content/asl_app_data/dictionary/SG ASL Circumstance Alt 2025-1-25 GIF.gif,,CIRCUMSTANCE ALT,,
content/asl_app_data/dictionary/SG ASL Compensate Alt 2025-4-12 CC.mp4,,COMPENSATE ALT,,
content/asl_app_data/dictionary/SG ASL Compensate Alt 2025-4-12.mkv,,COMPENSATE ALT,,
content/asl_app_data/dictionary/SG ASL Compensate Alt 2025-4-12 GIF.gif,,COMPENSATE ALT,,
content/asl_app_data/dictionary/SG ASL Character Play Alt 2024-12-21.mkv,,CHARACTER PLAY ALT,,
content/asl_app_data/dictionary/SG ASL Character Play Alt 2024-12-21 CC.mp4,,CHARACTER PLAY ALT,,
content/asl_app_data/dictionary/SG ASL Character Play Alt 2024-12-21 GIF.gif,,CHARACTER PLAY ALT,,
content/asl_app_data/dictionary/SG ASL Christ Alt 2025-1-18 GIF.gif,,CHRIST ALT,,
content/asl_app_data/dictionary/SG ASL Christ Alt 2025-1-18 CC.mp4,,CHRIST ALT,,
content/asl_app_data/dictionary/SG ASL Christ Alt 2025-1-18.mkv,,CHRIST ALT,,
content/asl_app_data/dictionary/SG ASL Checkout Counter 2024-12-29 CC.mp4,,CHECKOUT COUNTER,,
content/asl_app_data/dictionary/SG ASL Checkout Counter 2024-12-29 GIF.gif,,CHECKOUT COUNTER,,
content/asl_app_data/dictionary/SG ASL Checkout Counter 2024-12-29.mkv,,CHECKOUT COUNTER,,
content/asl_app_data/dictionary/SG ASL Cloud 2 2025-2-9 CC.mp4,,CLOUD 2,,
content/asl_app_data/dictionary/SG ASL Cloud 2 2025-2-9.mkv,,CLOUD 2,,
content/asl_app_data/dictionary/SG ASL Cloud 2 2025-2-9 GIF.gif,,CLOUD 2,,
content/asl_app_data/dictionary/SG ASL Champion Variant 2024-12-8 GIF.gif,,CHAMPION VARIANT,,
content/asl_app_data/dictionary/SG ASL Champion Variant 2024-12-8 CC.mp4,,CHAMPION VARIANT,,
content/asl_app_data/dictionary/SG ASL Champion Variant 2024-12-8.mkv,,CHAMPION VARIANT,,
content/asl_app_data/dictionary/SG ASL Chain Smoking 2024-11-29.mkv,,CHAIN SMOKING,,
content/asl_app_data/dictionary/SG ASL Chain Smoking 2024-11-29 GIF.gif,,CHAIN SMOKING,,
content/asl_app_data/dictionary/SG ASL Chain Smoking 2024-11-29 CC.mp4,,CHAIN SMOKING,,
content/asl_app_data/dictionary/SG ASL Commercial Alt 2025-3-29 GIF.gif,,COMMERCIAL ALT,,
content/asl_app_data/dictionary/SG ASL Commercial Alt 2025-3-29 CC.mp4,,COMMERCIAL ALT,,
content/asl_app_data/dictionary/SG ASL Commercial Alt 2025-3-29.mkv,,COMMERCIAL ALT,,
content/asl_app_data/dictionary/SG ASL Cloud Alt 2025-2-9.mkv,,CLOUD ALT,,
content/asl_app_data/dictionary/SG ASL Cloud Alt 2025-2-9 GIF.gif,,CLOUD ALT,,
content/asl_app_data/dictionary/SG ASL Cloud Alt 2025-2-9 CC.mp4,,CLOUD ALT,,
content/asl_app_data/dictionary/SG ASL Conduct Beahvior 2025-5-12 GIF.gif,,CONDUCT BEAHVIOR,,
content/asl_app_data/dictionary/SG ASL Conduct Beahvior 2025-5-12 CC.mp4,,CONDUCT BEAHVIOR,,
content/asl_app_data/dictionary/SG ASL Conduct Beahvior 2025-5-12.mkv,,CONDUCT BEAHVIOR,,
content/asl_app_data/dictionary/SG ASL Computer Science Var 2025-4-25 CC.mp4,,COMPUTER SCIENCE VAR,,
content/asl_app_data/dictionary/SG ASL Computer Science Var 2025-4-25 GIF.gif,,COMPUTER SCIENCE VAR,,
content/asl_app_data/dictionary/SG ASL Computer Science Var 2025-4-25.mkv,,COMPUTER SCIENCE VAR,,
content/asl_app_data/dictionary/SG ASL Click Multiple 2025-1-30 GIF.gif,,CLICK MULTIPLE,,
content/asl_app_data/dictionary/SG ASL Click Multiple 2025-1-30 CC.mp4,,CLICK MULTIPLE,,
content/asl_app_data/dictionary/SG ASL Click Multiple 2025-1-30.mkv,,CLICK MULTIPLE,,
content/asl_app_data/dictionary/SG ASL Cochlear Implant Var 2025-3-2.mkv,,COCHLEAR IMPLANT VAR,,
content/asl_app_data/dictionary/SG ASL Cochlear Implant Var 2025-3-2 CC.mp4,,COCHLEAR IMPLANT VAR,,
content/asl_app_data/dictionary/SG ASL Cochlear Implant Var 2025-3-2 GIF.gif,,COCHLEAR IMPLANT VAR,,
content/asl_app_data/dictionary/SG ASL Citizen Alt 2025-2-15 CC.mp4,,CITIZEN ALT,,
content/asl_app_data/dictionary/SG ASL Citizen Alt 2025-2-15 GIF.gif,,CITIZEN ALT,,
content/asl_app_data/dictionary/SG ASL Citizen Alt 2025-2-15.mkv,,CITIZEN ALT,,
content/asl_app_data/dictionary/SG ASL Clamp Alt 2025-2-16 CC.mp4,,CLAMP ALT,,
content/asl_app_data/dictionary/SG ASL Clamp Alt 2025-2-16 GIF.gif,,CLAMP ALT,,
content/asl_app_data/dictionary/SG ASL Clamp Alt 2025-2-16.mkv,,CLAMP ALT,,
content/asl_app_data/dictionary/SG ASL Conference Alt 2025-5-15 CC.mp4,,CONFERENCE ALT,,
content/asl_app_data/dictionary/SG ASL Conference Alt 2025-5-15 GIF.gif,,CONFERENCE ALT,,
content/asl_app_data/dictionary/SG ASL Conference Alt 2025-5-15.mkv,,CONFERENCE ALT,,
content/asl_app_data/dictionary/SG ASL Confused Alt 2025-5-19 CC.mp4,,CONFUSED ALT,,
content/asl_app_data/dictionary/SG ASL Confused Alt 2025-5-19.mkv,,CONFUSED ALT,,
content/asl_app_data/dictionary/SG ASL Confused Alt 2025-5-19 GIF.gif,,CONFUSED ALT,,
content/asl_app_data/dictionary/SG ASL Conquer Person 2025-5-26.mkv,,CONQUER PERSON,,
content/asl_app_data/dictionary/SG ASL Conquer Person 2025-5-26 GIF.gif,,CONQUER PERSON,,
content/asl_app_data/dictionary/SG ASL Conquer Person 2025-5-26 CC.mp4,,CONQUER PERSON,,
content/asl_app_data/dictionary/SG ASL Conceal Alt 2025-4-26 GIF.gif,,CONCEAL ALT,,
content/asl_app_data/dictionary/SG ASL Conceal Alt 2025-4-26 CC.mp4,,CONCEAL ALT,,
content/asl_app_data/dictionary/SG ASL Conceal Alt 2025-4-26.mkv,,CONCEAL ALT,,
content/asl_app_data/dictionary/SG ASL Ceiling 2 Handed 2024-11-21 CC.mp4,,CEILING 2 HANDED,,
content/asl_app_data/dictionary/SG ASL Ceiling 2 Handed 2024-11-21 GIF.gif,,CEILING 2 HANDED,,
content/asl_app_data/dictionary/SG ASL Ceiling 2 Handed 2024-11-21.mkv,,CEILING 2 HANDED,,
content/asl_app_data/dictionary/SG ASL Compatible Alt 2025-4-5 GIF.gif,,COMPATIBLE ALT,,
content/asl_app_data/dictionary/SG ASL Compatible Alt 2025-4-5 CC.mp4,,COMPATIBLE ALT,,
content/asl_app_data/dictionary/SG ASL Compatible Alt 2025-4-5.mkv,,COMPATIBLE ALT,,
content/asl_app_data/dictionary/SG ASL Compassion For Me 2H 2025-4-4 GIF.gif,,COMPASSION FOR ME 2H,,
content/asl_app_data/dictionary/SG ASL Compassion For Me 2H 2025-4-4.mkv,,COMPASSION FOR ME 2H,,
content/asl_app_data/dictionary/SG ASL Compassion For Me 2H 2025-4-4 CC.mp4,,COMPASSION FOR ME 2H,,
content/asl_app_data/dictionary/SG ASL Calf Alt 2 2024-10-28 CC.mp4,,CALF ALT 2,,
content/asl_app_data/dictionary/SG ASL Calf Alt 2 2024-10-28.mkv,,CALF ALT 2,,
content/asl_app_data/dictionary/SG ASL Calf Alt 2 2024-10-28 GIF.gif,,CALF ALT 2,,
content/asl_app_data/dictionary/SG ASL Cashier Ext 2024-11-14.mkv,,CASHIER EXT,,
content/asl_app_data/dictionary/SG ASL Cashier Ext 2024-11-14 GIF.gif,,CASHIER EXT,,
content/asl_app_data/dictionary/SG ASL Cashier Ext 2024-11-14 CC.mp4,,CASHIER EXT,,
content/asl_app_data/dictionary/SG ASL Charity Ext 2024-12-22 CC.mp4,,CHARITY EXT,,
content/asl_app_data/dictionary/SG ASL Charity Ext 2024-12-22.mkv,,CHARITY EXT,,
content/asl_app_data/dictionary/SG ASL Charity Ext 2024-12-22 GIF.gif,,CHARITY EXT,,
content/asl_app_data/dictionary/SG ASL Computer 2h Alt 2025-4-23 GIF.gif,,COMPUTER 2H ALT,,
content/asl_app_data/dictionary/SG ASL Computer 2h Alt 2025-4-23 CC.mp4,,COMPUTER 2H ALT,,
content/asl_app_data/dictionary/SG ASL Computer 2h Alt 2025-4-23.mkv,,COMPUTER 2H ALT,,
content/asl_app_data/dictionary/SG ASL Congregate Ext 2025-5-21.mkv,,CONGREGATE EXT,,
content/asl_app_data/dictionary/SG ASL Congregate Ext 2025-5-21 GIF.gif,,CONGREGATE EXT,,
content/asl_app_data/dictionary/SG ASL Congregate Ext 2025-5-21 CC.mp4,,CONGREGATE EXT,,
content/asl_app_data/dictionary/SG ASL Clever Alt 2 2025-1-28 CC.mp4,,CLEVER ALT 2,,
content/asl_app_data/dictionary/SG ASL Clever Alt 2 2025-1-28 GIF.gif,,CLEVER ALT 2,,
content/asl_app_data/dictionary/SG ASL Clever Alt 2 2025-1-28.mkv,,CLEVER ALT 2,,
content/asl_app_data/dictionary/SG ASL Chest Drawer 2025-1-5 CC.mp4,,CHEST DRAWER,,
content/asl_app_data/dictionary/SG ASL Chest Drawer 2025-1-5 GIF.gif,,CHEST DRAWER,,
content/asl_app_data/dictionary/SG ASL Chest Drawer 2025-1-5.mkv,,CHEST DRAWER,,
content/asl_app_data/dictionary/SG ASL Colorful 2 H 2025-3-23.mkv,,COLORFUL 2 H,,
content/asl_app_data/dictionary/SG ASL Colorful 2 H 2025-3-23 CC.mp4,,COLORFUL 2 H,,
content/asl_app_data/dictionary/SG ASL Colorful 2 H 2025-3-23 GIF.gif,,COLORFUL 2 H,,
content/asl_app_data/dictionary/SG ASL Celestial Alt 2024-11-25 GIF.gif,,CELESTIAL ALT,,
content/asl_app_data/dictionary/SG ASL Celestial Alt 2024-11-25.mkv,,CELESTIAL ALT,,
content/asl_app_data/dictionary/SG ASL Celestial Alt 2024-11-25 CC.mp4,,CELESTIAL ALT,,
content/asl_app_data/dictionary/SG ASL Confidential 2 2025-5-16 CC.mp4,,CONFIDENTIAL 2,,
content/asl_app_data/dictionary/SG ASL Confidential 2 2025-5-16 GIF.gif,,CONFIDENTIAL 2,,
content/asl_app_data/dictionary/SG ASL Confidential 2 2025-5-16.mkv,,CONFIDENTIAL 2,,
content/asl_app_data/dictionary/SG ASL Clarify Ext 2025-2-17 CC.mp4,,CLARIFY EXT,,
content/asl_app_data/dictionary/SG ASL Clarify Ext 2025-2-17.mkv,,CLARIFY EXT,,
content/asl_app_data/dictionary/SG ASL Clarify Ext 2025-2-17 GIF.gif,,CLARIFY EXT,,
content/asl_app_data/dictionary/SG ASL Code of Ethics 2025-3-3.mkv,,CODE OF ETHICS,,
content/asl_app_data/dictionary/SG ASL Code of Ethics 2025-3-3 GIF.gif,,CODE OF ETHICS,,
content/asl_app_data/dictionary/SG ASL Code of Ethics 2025-3-3 CC.mp4,,CODE OF ETHICS,,
content/asl_app_data/dictionary/SG ASL Clap Deaf 2025-2-17 CC.mp4,,CLAP DEAF,,
content/asl_app_data/dictionary/SG ASL Clap Deaf 2025-2-17.mkv,,CLAP DEAF,,
content/asl_app_data/dictionary/SG ASL Clap Deaf 2025-2-17 GIF.gif,,CLAP DEAF,,
content/asl_app_data/dictionary/SG ASL Condom Alt 2025-5-11.mkv,,CONDOM ALT,,
content/asl_app_data/dictionary/SG ASL Condom Alt 2025-5-11 GIF.gif,,CONDOM ALT,,
content/asl_app_data/dictionary/SG ASL Condom Alt 2025-5-11 CC.mp4,,CONDOM ALT,,
content/asl_app_data/dictionary/SG ASL Corruption Alt 2025-7-26 Captions.webm,,CORRUPTION ALT,,
content/asl_app_data/dictionary/SG ASL Chug Drink 2025-1-21 GIF.gif,,CHUG DRINK,,
content/asl_app_data/dictionary/SG ASL Chug Drink 2025-1-21.mkv,,CHUG DRINK,,
content/asl_app_data/dictionary/SG ASL Chug Drink 2025-1-21 CC.mp4,,CHUG DRINK,,
content/asl_app_data/dictionary/SG ASL Camera Lens 2024-11-9 CC.mp4,,CAMERA LENS,,
content/asl_app_data/dictionary/SG ASL Camera Lens 2024-11-9 GIF.gif,,CAMERA LENS,,
content/asl_app_data/dictionary/SG ASL Camera Lens 2024-11-9.mkv,,CAMERA LENS,,
content/asl_app_data/dictionary/SG ASL Contact Lens 2025-6-6.mkv,,CONTACT LENS,,
content/asl_app_data/dictionary/SG ASL Candid Alt 2 2024-10-8 CC.mp4,,CANDID ALT 2,,
content/asl_app_data/dictionary/SG ASL Candid Alt 2 2024-10-8 GIF.gif,,CANDID ALT 2,,
content/asl_app_data/dictionary/SG ASL Candid Alt 2 2024-10-8.mkv,,CANDID ALT 2,,
content/asl_app_data/dictionary/SG ASL Cobble Stone 2025-3-1 GIF.gif,,COBBLE STONE,,
content/asl_app_data/dictionary/SG ASL Cobble Stone 2025-3-1.mkv,,COBBLE STONE,,
content/asl_app_data/dictionary/SG ASL Cobble Stone 2025-3-1 CC.mp4,,COBBLE STONE,,
content/asl_app_data/dictionary/SG ASL Chinese Character 2025-1-11 CC.mp4,,CHINESE CHARACTER,,
content/asl_app_data/dictionary/SG ASL Chinese Character 2025-1-11.mkv,,CHINESE CHARACTER,,
content/asl_app_data/dictionary/SG ASL Chinese Character 2025-1-11 GIF.gif,,CHINESE CHARACTER,,
content/asl_app_data/dictionary/SG ASL Congestion Traffic 2025-5-20 CC.mp4,,CONGESTION TRAFFIC,,
content/asl_app_data/dictionary/SG ASL Congestion Traffic 2025-5-20.mkv,,CONGESTION TRAFFIC,,
content/asl_app_data/dictionary/SG ASL Congestion Traffic 2025-5-20 GIF.gif,,CONGESTION TRAFFIC,,
content/asl_app_data/dictionary/SG ASL Collect Alt 2025-3-10 CC.mp4,,COLLECT ALT,,
content/asl_app_data/dictionary/SG ASL Collect Alt 2025-3-10.mkv,,COLLECT ALT,,
content/asl_app_data/dictionary/SG ASL Collect Alt 2025-3-10 GIF.gif,,COLLECT ALT,,
content/asl_app_data/dictionary/SG ASL Circumstance No Control 2025-1-25 GIF.gif,,CIRCUMSTANCE NO CONTROL,,
content/asl_app_data/dictionary/SG ASL Circumstance No Control 2025-1-25 CC.mp4,,CIRCUMSTANCE NO CONTROL,,
content/asl_app_data/dictionary/SG ASL Circumstance No Control 2025-1-25.mkv,,CIRCUMSTANCE NO CONTROL,,
content/asl_app_data/dictionary/SG ASL Colon Puncuation Alt 2025-3-21 CC.mp4,,COLON PUNCUATION ALT,,
content/asl_app_data/dictionary/SG ASL Colon Puncuation Alt 2025-3-21 GIF.gif,,COLON PUNCUATION ALT,,
content/asl_app_data/dictionary/SG ASL Colon Puncuation Alt 2025-3-21.mkv,,COLON PUNCUATION ALT,,
content/asl_app_data/dictionary/SG ASL Ceiling Variant 2024-11-21 GIF.gif,,CEILING VARIANT,,
content/asl_app_data/dictionary/SG ASL Ceiling Variant 2024-11-21 CC.mp4,,CEILING VARIANT,,
content/asl_app_data/dictionary/SG ASL Ceiling Variant 2024-11-21.mkv,,CEILING VARIANT,,
content/asl_app_data/dictionary/SG ASL Compass Drawing 2025-4-14 CC.mp4,,COMPASS DRAWING,,
content/asl_app_data/dictionary/SG ASL Compass Drawing 2025-4-14.mkv,,COMPASS DRAWING,,
content/asl_app_data/dictionary/SG ASL Compass Drawing 2025-4-14 GIF.gif,,COMPASS DRAWING,,
content/asl_app_data/dictionary/SG ASL Comprise Alt 2025-4-21 GIF.gif,,COMPRISE ALT,,
content/asl_app_data/dictionary/SG ASL Comprise Alt 2025-4-21.mkv,,COMPRISE ALT,,
content/asl_app_data/dictionary/SG ASL Comprise Alt 2025-4-21 CC.mp4,,COMPRISE ALT,,
content/asl_app_data/dictionary/SG ASL Correct Me 2025-7-19 Captions.webm,,CORRECT ME,,
content/asl_app_data/dictionary/SG ASL Closed Captions 2025-2-7 GIF.gif,,CLOSED CAPTIONS,,
content/asl_app_data/dictionary/SG ASL Closed Captions 2025-2-7 CC.mp4,,CLOSED CAPTIONS,,
content/asl_app_data/dictionary/SG ASL Closed Captions 2025-2-7.mkv,,CLOSED CAPTIONS,,
content/asl_app_data/dictionary/SG ASL Check Off 2024-12-28 CC.mp4,,CHECK OFF,,
content/asl_app_data/dictionary/SG ASL Check Off 2024-12-28 GIF.gif,,CHECK OFF,,
content/asl_app_data/dictionary/SG ASL Check Off 2024-12-28.mkv,,CHECK OFF,,
